ÐòºÅ,self_density,log10_self_sp
924,0.068186183,-1.16630362
925,0.068305968,-1.16554135
926,0.068725182,-1.162884104
927,0.069703956,-1.156742572
928,0.069970826,-1.155083002
929,0.07011088,-1.154214584
930,0.070123722,-1.154135039
931,0.070922615,-1.149215263
932,0.071111543,-1.148059895
933,0.071117922,-1.148020943
934,0.071512471,-1.145618213
935,0.071554982,-1.145360124
936,0.071591511,-1.145138468
937,0.071787674,-1.14395012
938,0.071832073,-1.1436816
939,0.071842949,-1.143615848
940,0.074389857,-1.128486275
941,0.075035616,-1.124732547
942,0.075254038,-1.123470192
943,0.075287063,-1.123279646
944,0.075561683,-1.121698375
945,0.075918598,-1.11965182
946,0.077006489,-1.113472678
947,0.077375245,-1.111397962
948,0.077431559,-1.111081995
949,0.077968974,-1.108078178
950,0.07834967,-1.105962826
951,0.078541145,-1.104902774
952,0.078658084,-1.104256635
953,0.07931486,-1.100645437
954,0.079721772,-1.098423057
955,0.080237309,-1.095623644
956,0.080853486,-1.092301253
957,0.080860834,-1.092261786
958,0.083006153,-1.080889713
959,0.083426658,-1.078695154
960,0.085435646,-1.06836089
961,0.087522171,-1.057881916
