Long,Lat,v1_sp_75_555_111_1021_0__real3,Name,overall_min_distance,neighbors_distance,self_mean_distance,self_density
-0.25,-2.45,-2.379865646,name809,0.00999999999999979,0.199415494045332,0.0199415494045332,0.501465547994306
-0.13,-2.28,-1.153175116,name339,0.15,1.67991322979978,0.167991322979978,0.892903260353975
0.04,-2.12,-1.302037477,name488,0.233452350598575,3.36601291716836,0.336601291716836,0.693557500649657
0,-1.88,-0.491564065,name398,0.220227155455452,3.99633103911767,0.399633103911767,0.55107335528459
-0.26,-2.16,-1.089934707,name709,0.176918060129541,2.354669275409,0.2354669275409,0.75134993256669
0.04,-1.55,-0.957275867,name696,0.189736659610103,4.31800181646673,0.431800181646673,0.43940847566701
-0.22,-1.87,-0.731262565,name865,0.212132034355964,3.8140402935895,0.38140402935895,0.556187187409918
-0.27,-1.53,-0.271045327,name879,0.219544984001002,4.07885940682403,0.407885940682403,0.538250922877355
-0.66,-2.49,-0.878642261,name237,0.199248588451713,2.91952218555351,0.291952218555351,0.682469855641591
-0.91,-2.71,0.705543041,name298,0.257099202643649,4.0071593800077,0.40071593800077,0.641599642695407
-1.19,-3.09,1.20531702,name944,0.215870331449229,4.43315730124034,0.443315730124034,0.486944894531109
-0.96,-3.54,0.069896474,name748,0.191049731745428,3.72688366981041,0.372688366981041,0.512625959573208
-1.24,-3.3,0.689809918,name499,0.178044938147649,4.03989186608196,0.403989186608196,0.440717088599511
-0.61,-3.13,-0.11375048,name103,0.184390889145857,3.74086587973479,0.374086587973479,0.49290964999507
-0.39,-3.48,0.489152193,name731,0.194164878389476,3.85074688442632,0.385074688442632,0.504226541543778
-0.59,-3.77,-1.346446633,name59,0.233238075793812,3.95259407518914,0.395259407518914,0.590088613596505
-0.24,-3.09,-0.068549238,name632,0.177200451466693,3.60260290225938,0.360260290225938,0.491867841875
-0.09,-3.25,1.039888024,name28,0.214709105535839,3.59867640091084,0.359867640091084,0.596633544159444
0.04,-2.91,0.262431473,name541,0.1802775637732,3.55113812174723,0.355113812174723,0.507661368250299
0.32,-2.49,-0.576669216,name483,0.208086520466848,3.39970077348875,0.339970077348875,0.612073045044229
0.49,-1.84,1.174212694,name187,0.261725046566048,4.21921809221187,0.421921809221187,0.620316468231777
0.35,-1.05,-1.111618996,name651,0.294278779391243,4.53935077372298,0.453935077372298,0.648283849520377
0.04,-0.83,0.47036916,name536,0.228473193175917,4.91546614162439,0.491546614162439,0.464804733860734
0.64,-1,-0.452721536,name409,0.294278779391243,4.36338236761475,0.436338236761475,0.674428126160557
0.56,-1.37,-0.950103879,name584,0.2,4.04301439639772,0.404301439639772,0.494680405239709
0.65,-1.59,1.209254265,name767,0.218403296678416,4.00239094445781,0.400239094445781,0.545682067817095
0.98,-1.4,-0.003615558,name804,0.186815416922694,3.47253621323088,0.347253621323088,0.537979751545569
0.93,-1.22,0.366864711,name862,0.186815416922694,3.58316433687266,0.358316433687266,0.521369938298013
0.56,-2.35,1.252412081,name842,0.180277563773199,3.36028789429338,0.336028789429338,0.536494400016606
0.82,-2.13,1.423732042,name11,0.180277563773199,3.74072723154779,0.374072723154779,0.481931861411362
0.76,-2.34,1.283791423,name69,0.200249843945008,3.56300707843926,0.356300707843926,0.562024827727048
0.45,-2.82,-0.445315182,name256,0.189736659610102,3.72604593152953,0.372604593152953,0.509217178469446
0.28,-3.16,1.27520895,name687,0.180277563773199,3.63996990165344,0.363996990165344,0.495272127638498
