Long,Lat,v1_sp_75_555_111_1021_0__real3,Name,overall_min_distance,neighbors_distance,self_mean_distance,self_density
-0.25,-2.45,-2.379865646,name809,0.00999999999999979,40.2453648604817,0.402453648604817,0.0248475819132631
-0.13,-2.28,-1.153175116,name339,0.15,48.6658563070368,0.486658563070368,0.308224310394618
0.04,-2.12,-1.302037477,name488,0.233452350598575,60.9456606368645,0.609456606368645,0.383049995945676
0,-1.88,-0.491564065,name398,0.220227155455452,71.1401010116588,0.711401010116588,0.309568235529157
-0.26,-2.16,-1.089934707,name709,0.176918060129541,52.8430877768815,0.528430877768815,0.334798868825644
0.04,-1.55,-0.957275867,name696,0.189736659610103,89.5560128190235,0.895560128190235,0.21186367462956
-0.22,-1.87,-0.731262565,name865,0.212132034355964,69.2083937621444,0.692083937621444,0.306512003565666
-0.27,-1.53,-0.271045327,name879,0.219544984001002,89.0468189127369,0.890468189127369,0.246550058364408
-0.66,-2.49,-0.878642261,name237,0.199248588451713,58.9878335894737,0.589878335894737,0.33777912550304
-0.91,-2.71,0.705543041,name298,0.257099202643649,75.6889762181361,0.756889762181361,0.339678531128083
-1.19,-3.09,1.20531702,name944,0.215870331449229,98.8203500379914,0.988203500379914,0.218447244283427
-0.96,-3.54,0.069896474,name748,0.191049731745428,105.806066366487,1.05806066366487,0.180565952696584
-1.24,-3.3,0.689809918,name499,0.178044938147649,107.167553530577,1.07167553530577,0.166136981093675
-0.61,-3.13,-0.11375048,name103,0.184390889145857,77.3823734442589,0.773823734442589,0.238285388440147
-0.39,-3.48,0.489152193,name731,0.194164878389476,91.8211660003272,0.918211660003272,0.211459826581579
-0.59,-3.77,-1.346446633,name59,0.233238075793812,108.355210332936,1.08355210332936,0.215253216783167
-0.24,-3.09,-0.068549238,name632,0.177200451466693,70.1685409861659,0.701685409861659,0.252535465290107
-0.09,-3.25,1.039888024,name28,0.214709105535839,79.871954029028,0.79871954029028,0.268816643020661
0.04,-2.91,0.262431473,name541,0.1802775637732,65.3804282292905,0.653804282292905,0.275736284780764
0.32,-2.49,-0.576669216,name483,0.208086520466848,67.9427509549205,0.679427509549205,0.306267434777423
0.49,-1.84,1.174212694,name187,0.261725046566048,88.3964720068806,0.883964720068806,0.296080873618662
0.35,-1.05,-1.111618996,name651,0.294278779391243,115.250680823621,1.15250680823621,0.255337996520476
0.04,-0.83,0.47036916,name536,0.228473193175917,119.443766594452,1.19443766594452,0.191280968182838
0.64,-1,-0.452721536,name409,0.294278779391243,117.454015803994,1.17454015803994,0.250548078221806
0.56,-1.37,-0.950103879,name584,0.2,107.805683657289,1.07805683657289,0.185518975637493
0.65,-1.59,1.209254265,name767,0.218403296678416,102.868248101564,1.02868248101564,0.212313615434358
0.98,-1.4,-0.003615558,name804,0.186815416922694,115.863027239144,1.15863027239144,0.16123816317789
0.93,-1.22,0.366864711,name862,0.186815416922694,117.298958570035,1.17298958570035,0.159264344031795
0.56,-2.35,1.252412081,name842,0.180277563773199,80.956128578059,0.80956128578059,0.222685505025569
0.82,-2.13,1.423732042,name11,0.180277563773199,97.0805294237768,0.970805294237768,0.185698991181074
0.76,-2.34,1.283791423,name69,0.200249843945008,91.8210135169982,0.918210135169982,0.218087163574966
0.45,-2.82,-0.445315182,name256,0.189736659610102,79.2515216844262,0.792515216844262,0.239410746415217
0.28,-3.16,1.27520895,name687,0.180277563773199,84.2405976274543,0.842405976274543,0.214003187121795
-0.22,-3.76,0.110339254,name592,0.208086520466848,106.358253953221,1.06358253953221,0.195646800067224
0.46,-3.29,-0.668455243,name87,0.222036033111745,96.1829948408618,0.961829948408618,0.230847493862207
0.76,-2.83,-0.090467267,name302,0.263058928759318,95.0293757342675,0.950293757342675,0.27681853819067
0.8,-2.57,0.373840898,name476,0.233452350598575,94.2723365564977,0.942723365564977,0.247636113759275
1.15,-2.33,-0.801696777,name202,0.341760149812701,110.400467920244,1.10400467920244,0.309564041032503
0.89,-3.26,-0.377572566,name147,0.250599281722833,110.232522697561,1.10232522697561,0.227336974234355
0.44,-3.75,-0.14097634,name48,0.237697286480094,112.907249325696,1.12907249325696,0.21052437987788
-2.82,-3.27,-0.957675278,name41,0.206155281280883,120.226156063524,1.20226156063524,0.171472904092481
1.66,-4.56,-1.262913466,name42,0.256124969497313,150.746855923711,1.50746855923711,0.169904020835387
-0.05,-1.04,-1.113321424,name43,0.228473193175917,114.154221875112,1.14154221875112,0.200144321798166
0.24,-3.45,-0.963230252,name44,0.21095023109729,96.8447138859735,0.968447138859735,0.2178231755072
-2.92,1.73,-0.284631222,name45,0.223606797749979,128.467101007616,1.28467101007616,0.174057634986815
2.89,-3.2,-1.002266288,name46,0.198494332412793,125.966161866205,1.25966161866205,0.157577502935768
4.13,3.71,0.512837887,name47,0.200997512422418,128.814042264958,1.28814042264958,0.156036957530597
1.68,2.68,-0.741047263,name48,0.226715680975093,87.5340793126302,0.875340793126302,0.259002759559933
-4.08,-0.32,0.235484019,name49,0.257099202643649,132.466229504839,1.32466229504839,0.194086601245231
3.55,-0.8,-0.58517307,name50,0.265706605111728,125.215662805263,1.25215662805263,0.212199176332245
-4.71,4.14,-1.596356034,name51,0.205182845286832,199.090347486824,1.99090347486824,0.103060167344583
-2.92,-1.96,-0.888810456,name52,0.182482875908947,121.460153059156,1.21460153059156,0.150240940187249
-1.88,-0.3,-0.426082164,name53,0.187882942280559,122.511295867513,1.22511295867513,0.153359688957776
2.93,3.44,-0.737288058,name54,0.222036033111745,75.212566178228,0.75212566178228,0.295211351498891
-0.91,-3.18,1.013202906,name55,0.294108823397055,89.6710619365658,0.896710619365658,0.327986328081082
1.23,-1.21,0.026109878,name56,0.184390889145858,118.486108242235,1.18486108242235,0.155622369475488
2.65,-4.32,-1.179628491,name57,0.255538646783613,146.082928124332,1.46082928124332,0.174927111651351
-1.78,3.74,-0.299739242,name58,0.233238075793812,131.831648356762,1.31831648356762,0.176921155656512
-1.08,-4.06,-1.175065517,name59,0.220227155455453,128.728620862016,1.28728620862016,0.171078625701672
0.66,0.21,1.679249525,name60,0.290688837074973,119.407910564525,1.19407910564525,0.243441858835551
0.06,0.22,-1.05036819,name61,0.268328157299975,120.655273497163,1.20655273497163,0.222392399041128
-4.88,0.38,-1.455524683,name62,0.331209903233584,165.84365038616,1.6584365038616,0.199712139995939
1.13,-0.01,-0.17944999,name63,0.21377558326432,118.445159839944,1.18445159839944,0.180484861984396
2,0.52,-0.392524719,name64,0.266270539113887,123.819071686967,1.23819071686967,0.215048082242983
4.36,-3.08,-0.270087004,name65,0.284253408071038,138.128378087092,1.38128378087092,0.205789289650395
1.25,-0.88,0.942213237,name66,0.200249843945008,118.496485434442,1.18496485434442,0.168992222183497
3.76,-2.94,-0.633866847,name67,0.240831891575846,123.946948804111,1.23946948804111,0.194302396226359
1.51,-3.21,-0.217093945,name68,0.186010752377383,122.363308493512,1.22363308493512,0.152015138089573
2.62,1.65,0.697695673,name69,0.190262975904404,113.788927836805,1.13788927836805,0.167206932626413
3.11,1.04,-0.738743186,name70,0.184390889145857,128.445650550134,1.28445650550134,0.14355557261465
-0.56,-4.66,-0.783250988,name71,0.300166620396073,152.073725594951,1.52073725594951,0.19738230205234
1.95,4.84,-1.065418482,name72,0.18788294228056,154.696311710267,1.54696311710267,0.121452761351188
4.46,-2.58,-0.64322865,name73,0.190262975904404,140.597287990094,1.40597287990094,0.135324783731113
3.93,-2.36,-0.494537055,name74,0.241660919471892,124.933186763861,1.24933186763861,0.193432126188104
-2.66,2.89,-1.129222631,name75,0.240416305603426,128.798901738184,1.28798901738184,0.186660213991678
-4.42,-4.64,-0.705485344,name76,0.325269119345812,182.72150390258,1.8272150390258,0.178013595772084
-4.89,-4.12,-1.776093006,name77,0.353836120259082,182.598431505838,1.82598431505838,0.193778291161153
3.98,-4.38,-2.56124711,name78,0.194164878389476,157.462118157472,1.57462118157472,0.123308946089051
-3.06,-2.32,-0.15944232,name79,0.223606797749979,117.815321948765,1.17815321948764,0.189794327300842
-0.57,-2.95,0.314483464,name80,0.184390889145857,67.9980693952131,0.679980693952131,0.271170771149626
-2.6,-1.76,-0.393571943,name81,0.292745623366089,124.297518942774,1.24297518942774,0.23552008588431
1.51,-4.77,-1.366881132,name82,0.256124969497314,159.789644289113,1.59789644289113,0.160288841393187
